text,cedis_code,cedis_complaint,domain,source,rule_applied
"F/u atypical CP, dyslipidemia, BP check, ekg",3,Chest pain—cardiac features,Cardiovascular,silver,
vomiting blood and black stools <DATE_TIME>,259,Vomiting blood,Gastrointestinal,silver,
flown in <PERSON>. dx with upper gi bleed . rec'd 2 units of prbc PTA. on octertride drip.,260,Blood in stool/melena,Gastrointestinal,rule,GI_BLEED
flown in from <LOCATION> with dx of gi bleed. on octeitride drip. 2 units <LOCATION> given pta.,260,Blood in stool/melena,Gastrointestinal,rule,GI_BLEED
FV locally prior to discharge home,855,Direct referral for consultation,General and Minor,silver,
FV locally prior to discharge home,866,Minor complaints NOS,General and Minor,silver,
Pt BIBAA from <PERSON> for suspected upper GI bleed. Pt was @ airport and smelled some food which triggered her to vomit large amount of blood. Enroute to hospital pt had 350ml out of bloody emesis. Pt w hx of varices and etoh use. aox4 no <LOCATION>/pain att.,260,Blood in stool/melena,Gastrointestinal,rule,GI_BLEED
"vomiting dark red blood, 350 ML with4 large clots",259,Vomiting blood,Gastrointestinal,silver,
"BIBA for GI bleed. Vomitted approx 300ml of bright red blood <DATE_TIME> in <LOCATION>. HX of esophageal varices. AO4, GCS 15, ambulatory w/ assistance.",260,Blood in stool/melena,Gastrointestinal,rule,GI_BLEED
numbness on right side,410,Sensory loss/paresthesia,Neurologic,silver,
"AK Regional DC Stroke,",999,Unknown,General and Minor,rule,ACUTE_RENAL_FAILURE_UNKNOWN
NP Eval for recent CVA,409,Extremity weakness/symptoms of CVA,Neurologic,rule,CVA_STROKE
fall with severe injury right lower extremity,557,Lower extremity injury,Orthopedic,silver,
right tib/fib fx,557,Lower extremity injury,Orthopedic,silver,
"F/U R Tibia, wnd ck",710,Wound check,Skin,silver,
"Pt broke tibia 5/4. <DATE_TIME> calf started hurting and thigh pain woke him up this am. <PERSON> is concerned about a DVT. No SOB. Pt non wt bearing to Rleg, wearing an ortho boot.",555,Lower extremity pain,Orthopedic,rule,DVT
"Ref: post-op DVT, started on lovenox from the ER, out of town patient",555,Lower extremity pain,Orthopedic,rule,DVT
<DATE_TIME> male here for right leg woke up to pain about 5AM from pain took his last pain pill 10:30PM <DATE_TIME>.,555,Lower extremity pain,Orthopedic,silver,
Musculoskeletal 2: Closed Fracture RECHECK Post surgery right tiba and ankle,858,Cast check,General and Minor,silver,
FV Hosp.,999,Unknown,General and Minor,silver,
Abdominal distension,263,Abdominal mass/distention,Gastrointestinal,silver,
injury to right knee & upper back area,557,Lower extremity injury,Orthopedic,silver,
f/u from inpatient,999,Unknown,General and Minor,silver,
"Pt to <PERSON> stating ""i need to get drained. I have been drained ina coughple weeks"". Hx of liver failure. Missed appointment d/t weather and was not able to have fluid drained on her normal schedule. Pt additionally reports edema in legs. +cough",10,Bilateral leg swelling/edema,Cardiovascular,silver,
"Status 1 trauma, est 23% TBSA. See trauma flowsheet",705,Burn,Skin,silver,
FV: diag: burns,705,Burn,Skin,silver,
"Right knee started hurting out of know where, started locking and cannot stand it. Extreme pain to it.",555,Lower extremity pain,Orthopedic,silver,
"Right knee injury at work <DATE_TIME> when working, While walking right leg swung back and then began swelling with decreased ability to move or walk.",557,Lower extremity injury,Orthopedic,silver,
Eval R knee,555,Lower extremity pain,Orthopedic,silver,
scabs,703,Abrasion,Skin,silver,
Right knee swollen,558,Joint(s) swelling,Orthopedic,silver,
right knee pain that started <DATE_TIME>. fever 103 in clinic.,555,Lower extremity pain,Orthopedic,silver,
"Pt BIB Air from <PERSON> for R knee paint. Around 1300 yest, pt went clinic for severe pain/swelling, and was sent to <PERSON>. pt was dx of septic joint knee with abx x3 given to pt. hx of RTKA in <DATE_TIME>,en route, total 2mg of dilaudid given, last one is at 0320.",558,Joint(s) swelling,Orthopedic,silver,
"Fv after discharge righ knee pji s/p debridement and retention, Ceftriaxone IV",865,Post-operative complications,General and Minor,rule,POST_OP
"pt c/o fever, headache and generally not feeling well after starting antibiotics at home. pt had <PERSON> <DATE_TIME> and getting <DATE_TIME> abx at home.",852,Fever,General and Minor,silver,
"recent right TKA, giving antibiotics at home. pt reports feeling sick, weak, and headache after infusions. tylenol #3 at 0950. resp even and unlabored.",865,Post-operative complications,General and Minor,silver,
"ED FV Headache, Diarrhea, Septic joint, med review",852,Fever,General and Minor,silver,
pt brought ems. pt with suicidal thoughts. previous attempts <DATE_TIME>.,351,Depression/suicidal/deliberate self-harm,Mental Health,rule,SUICIDAL
65 yo F here for feeling weak; Left Leg Swollen,10,Bilateral leg swelling/edema,Cardiovascular,silver,
generalized weakness x <DATE_TIME> FSBS 60,7,General weakness,Cardiovascular,silver,
"Shortness of breath, hip pain",651,Shortness of breath,Respiratory,silver,
65 yo F here for head cold,154,URTI complaints,ENT - Nose,silver,
cough x <DATE_TIME>,653,Cough/congestion,Respiratory,silver,
atv accident. rib pain. etoh,802,Major trauma—blunt,Trauma,silver,
Severe Chest Injury,804,Isolated chest trauma—blunt,Trauma,silver,
"<DATE_TIME> male very intoxicated crashed with honda on the board walks, unable to reach the person that was with him, the patient is intoxicated and hard to question, fighting us as we trying to exam him. starting to breath funny. growling like,",751,Substance misuse/intoxication,Substance Misuse,silver,
Trauma 2 ATV accident. See trauma flow sheet.,802,Major trauma—blunt,Trauma,silver,
f/u hospital d/c - s/p chest tube placement and,865,Post-operative complications,General and Minor,rule,POST_OP
VTC FV Severe MR,999,Unknown,General and Minor,silver,
Emergency 33: Chest pain possible heart attack,3,Chest pain—cardiac features,Cardiovascular,silver,
<DATE_TIME> male went to store to ask if they can call on-call,999,Unknown,General and Minor,silver,
Authorized in from <LOCATION> <DATE_TIME> at 1100 develioped generalized chest pain non radiating (tightness) with sob and nausea. was given zofran and nitro SL with relief. pacemaker,3,Chest pain—cardiac features,Cardiovascular,silver,
<DATE_TIME> male came in for cardio VTC,999,Unknown,General and Minor,silver,
<DATE_TIME> male here for blood draw here VTC on <DATE_TIME> <DATE_TIME>,999,Unknown,General and Minor,silver,
"Plan Emergency 33: Chest Pain, Possible Heart Attack. Other Cause of Mild Shortness of Breath Plan: Shortness of Breath 3.",3,Chest pain—cardiac features,Cardiovascular,silver,
"<DATE_TIME> male here for cold sweats, cramping all on arms, noticed red dots on his chest",708,Rash,Skin,silver,
Authorized in from <LOCATION> related to muscle cramping with SOB that has been ongoing for <DATE_TIME>,651,Shortness of breath,Respiratory,silver,
Abrasion to R Elbow,703,Abrasion,Skin,silver,
Found down at home unresponsive and not breathing. CPR in progress when arrived to,1,Cardiac arrest (non-traumatic),Cardiovascular,silver,
ETOH intoxication Failure to thrive incontinance bowel + bladder,751,Substance misuse/intoxication,Substance Misuse,silver,
FU Discharge from <LOCATION> ( was on divert) biliary cholangitis,251,Abdominal pain,Gastrointestinal,rule,CHOLECYSTITIS
"HOSPITAL DISCHARGE, NSTEMI",3,Chest pain—cardiac features,Cardiovascular,rule,STEMI_NSTEMI
F/U leg <LOCATION>,999,Unknown,General and Minor,silver,
left shoulder pain after snowmobile,554,Upper extremity pain,Orthopedic,silver,
CXR and f/u from hospitalization.,999,Unknown,General and Minor,silver,
diabetic ulcer on bottom of left foot for <DATE_TIME>,711,Other skin conditions,Skin,silver,
"pt here for anbx infusion and dressing change, picc line in place for infusion",856,Dressing change,General and Minor,silver,
Here for <DATE_TIME> iv infusions,999,Unknown,General and Minor,silver,
pt here for rocephin infusion,866,Minor complaints NOS,General and Minor,silver,
f/u left foot ulcer,866,Minor complaints NOS,General and Minor,silver,
"chest pressure severe, obtunded",3,Chest pain—cardiac features,Cardiovascular,silver,
BACK PAIN,551,Back pain,Orthopedic,silver,
"PT PRESENTS TO <PERSON> WITH CHEST PAIN, NECK PAIN AND BACK PAIN FROM CLINIC, PT UNABLE TO VERBALIZE COMPLAINTS TO STAFF",3,Chest pain—cardiac features,Cardiovascular,silver,
"Patient presents via flight team from <LOCATION> complaining of new-onset quadriplegia. Patient reportedly walked to the hospital in <PERSON> <DATE_TIME> to be treated for chest, back, and neck pain and developed new quadriplegia during the visit.",409,Extremity weakness/symptoms of CVA,Neurologic,silver,
F/u,866,Minor complaints NOS,General and Minor,silver,
pt here for eval ofchest pain which hasbeen ongoing for <DATE_TIME>,3,Chest pain—cardiac features,Cardiovascular,silver,
Follow up ER visit <DATE_TIME>,866,Minor complaints NOS,General and Minor,silver,
F/U chronic conditions /med refill,861,Prescription/medication request,General and Minor,silver,
chest pain since <DATE_TIME>. 3 nitro with know relief,3,Chest pain—cardiac features,Cardiovascular,silver,
"bib Guardian flight from <LOCATION> for acute stroke. LKW <DATE_TIME>. c/o L side weakness, slurred speech. head CT showed no active bleed. pt hypertensive <DATE_TIME>. denies recent illness/falls. Alert/oriented x4. speech slow, slightly slurred.",409,Extremity weakness/symptoms of CVA,Neurologic,rule,CVA_STROKE
<LOCATION> symptoms,999,Unknown,General and Minor,silver,
"BIBA from <PERSON> after lifeflight from <LOCATION> for LGIB. Pt reports feeling ""fine"". AOx4. Hemoglobin 3.3 in feild, transfused 1.5 U RBC PTA. Hx stroke w/L side deficits.",409,Extremity weakness/symptoms of CVA,Neurologic,rule,CVA_STROKE
"Hospital discharge <NRP>, GI bleed",260,Blood in stool/melena,Gastrointestinal,rule,GI_BLEED
sob w/ exacerbation since <DATE_TIME>,651,Shortness of breath,Respiratory,silver,
"Authorized in from <LOCATION> with medivac. <DATE_TIME> awoke with sob/difficulty breathing then became unresponsive, cPR in progress and continued in clinic until spontaneous respirations then aggitation, ativan im was given. has been out of albut",652,Respiratory arrest,Respiratory,silver,
Authorized in from <LOCATION> with guardian related to left sided chestt/rib area pain ( like a pinch) with some SOB. CPR was preformed on him in <LOCATION> related to dyspnea. No MI. was given lopressor 5mg IV,3,Chest pain—cardiac features,Cardiovascular,silver,
chest pain with SOB,3,Chest pain—cardiac features,Cardiovascular,silver,
re-evaluation,866,Minor complaints NOS,General and Minor,silver,
VTC FV COPD with asthma,651,Shortness of breath,Respiratory,silver,
"Abdominal pain, Possible Acute Abdomen",251,Abdominal pain,Gastrointestinal,silver,
<DATE_TIME> female came in with RLQ pain and chest pain,251,Abdominal pain,Gastrointestinal,silver,
"RLQ pain x <DATE_TIME>. <PERSON>, diarrhea, abd pain.",251,Abdominal pain,Gastrointestinal,silver,
"Lower back pain for <DATE_TIME>, "" sent from <LOCATION> for cat scan """,551,Back pain,Orthopedic,silver,
52 yo female CC: VTC appointment with PCP for chronic pain,866,Minor complaints NOS,General and Minor,silver,
<DATE_TIME> female CC blood draw,866,Minor complaints NOS,General and Minor,silver,
"FV Headaches, prolotherapy injections not helping",404,Headache,Neurologic,silver,
F/U L Hip Pain,555,Lower extremity pain,Orthopedic,silver,
Back and hip pain. Left knee pain,555,Lower extremity pain,Orthopedic,silver,
feeling poorly x <DATE_TIME> SOB,7,General weakness,Cardiovascular,silver,
"Ongoing abdominal pain with new onset of N/V, HA, and SOB x <DATE_TIME>",251,Abdominal pain,Gastrointestinal,silver,
pt comes in by medevac. fever cough on O2.,154,URTI complaints,ENT - Nose,silver,
I have a sore throat and also my anxiety is through the roof,352,Anxiety/situational crisis,Mental Health,rule,ANXIETY
pacemaker difibulated twice,5,Palpitations/irregular heart beat,Cardiovascular,silver,
chest pain after aicd fired.,3,Chest pain—cardiac features,Cardiovascular,silver,
"AICD fired 3 times ""stacked""",5,Palpitations/irregular heart beat,Cardiovascular,silver,
Hospital discharge; ablation/ICD revision,865,Post-operative complications,General and Minor,silver,
Pt reports ablation & ICD placed L chest @ Regional <DATE_TIME>. States onset of red marks to chest <DATE_TIME>. Denies itchiness. Presents wearing <PERSON> sling. States uses supplemental O2 @ home PRN w/ potential hx of COPD. Resp e/u speaking in full sentence.,709,Localized swelling/redness,Skin,silver,
infected groin site following new PPM placement,865,Post-operative complications,General and Minor,silver,
69yo F here for possible celulitis,709,Localized swelling/redness,Skin,silver,
69yo F recheck for swelling by eyes,509,Periorbital swelling,Ophthalmology,silver,
Eye 6,999,Unknown,General and Minor,silver,
facial swelling x <DATE_TIME> and eye discharge,506,"Red eye, discharge",Ophthalmology,silver,
Chest pain with SOB post valve replacement on <DATE_TIME> given nitro in village x 2,3,Chest pain—cardiac features,Cardiovascular,silver,
<DATE_TIME> female with fast heart beat and felt like she was gonna pass out,5,Palpitations/irregular heart beat,Cardiovascular,silver,
Authorized in from <LOCATION> with Guardian related to laceration/lip and facial injuries. unknown cause. was given 2.5mg of haldol. Unknown LOC,102,Facial trauma,ENT - Mouth/Throat/Neck,silver,
drug use,751,Substance misuse/intoxication,Substance Misuse,silver,
"drug use, hallucinating",353,Hallucinations/delusions,Mental Health,rule,PSYCHOSIS
cocaine intake and hallucinations,353,Hallucinations/delusions,Mental Health,rule,PSYCHOSIS
"arrived by KPD, did not get on plane home <DATE_TIME>, hallucinations: visual and auditory",353,Hallucinations/delusions,Mental Health,rule,PSYCHOSIS
32 <DATE_TIME> RPNV,999,Unknown,General and Minor,silver,
High Blood Pressure,6,Hypertension,Cardiovascular,silver,
Pec eval,999,Unknown,General and Minor,silver,
PP BP check,6,Hypertension,Cardiovascular,silver,
pp bp check,6,Hypertension,Cardiovascular,silver,
"PP BP check. CHTN with SPEC. <DATE_TIME> PP. Pt denies HA's, scotomata or epigastric pain. No edema. Pt is taking nifedipine 60 mg po bid and enalapril 20 mg po q day in am. <PERSON> took her meds this am @ 0700. <PERSON> states her <LOCATION> has almost stopped. Baby in <LOCATION>.",6,Hypertension,Cardiovascular,silver,
injury to testicle,305,Scrotal pain and/or swelling,Genitourinary,silver,
